XLB,0.0
XLK,0.25891
RWR,0.0
XLI,0.0
XLY,0.0
XLP,0.3448
XLE,0.0
XLF,0.0
XLU,0.21844
XLV,0.17785
IYT,0.0
IVW,0.0
